Observation,Plot_number,bio1,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,psme,x,y
1807,3937,4.979166508,12.3166666,-1.383333445,2450,380,53,58.48306274,1115,216,236,8.391666412,34.3920784,568.0887451,19.39999962,-5,24.39999962,-0.966666698,11.98333359,0,-121.5708333,47.8625
1808,3031,7.545833588,18.54999924,-3.916666508,383,63,15,49.35203934,169,50,58,13.27499962,34.66057587,911.2440186,28.60000038,-9.699999809,38.29999924,-3.199999809,17.98333359,0,-120.0625,48.10416667
1809,548,5.783333302,13.21666718,-0.733333349,1965,322,38,61.89798737,922,159,171,8.583333015,35.17759323,574.9796143,20.70000076,-3.700000048,24.40000153,-0.233333334,12.88333321,1,-121.6208333,46.99583333
1810,236,6.241666794,13.59999943,-0.383333355,2125,352,31,65.37457275,1012,150,164,10.55000019,39.21932983,576.3041992,22.39999962,-4.5,26.89999962,0.149999991,13.36666679,1,-121.8625,46.02083333
1811,972,5.599999905,12.78333378,-0.50000006,2296,377,38,63.79597092,1084,170,185,9.816666603,38.80105209,548.8914795,21,-4.300000191,25.29999924,0,12.41666698,1,-121.9291667,46.3125
1812,2017,8.795833588,15.86666679,1.933333397,1881,292,48,56.07912064,835,173,194,9.725000381,37.98828125,572.5757446,23.60000038,-2,25.60000038,2.483333349,15.79999924,1,-121.7125,48.54583333
1813,284,9.925000191,16.25,4.116666794,1318,205,23,60.97689056,607,107,111,10.66666698,44.07713699,499.4883728,24.39999962,0.200000003,24.19999886,4.516666412,16.06666756,1,-122.7208333,46.8375
1814,3331,1.804166555,11.14999962,-7.133333206,672,81,36,27.37373734,233,122,147,12.07499981,36.3704834,757.4762573,20.5,-12.69999981,33.20000076,-6.683333397,7.983333111,0,-119.9791667,48.74583333
1815,1338,4.995833397,12.35000038,-1.383333325,2161,357,32,64.46850586,1023,157,169,9.708333015,37.48391342,564.7543945,20.60000038,-5.300000191,25.90000153,-0.800000012,11.9333334,0,-121.7958333,46.07083333
1816,3859,6.845833302,16.56666565,-2.866666555,858,167,14,77.27607727,465,61,61,12.32499981,36.35693359,794.6109619,26.39999962,-7.5,33.90000153,-2.200000048,16.56666565,0,-120.7041667,47.64583333
1817,965,7.795833588,15.48333359,0.650000036,2027,336,26,66.55475616,969,137,147,11.04166698,38.87910843,606.4631348,24.89999962,-3.5,28.39999962,1.283333302,15.23333359,1,-121.9041667,45.87083333
1818,2510,4.120833397,13.90000057,-5.5,653,94,31,42.03499603,270,99,112,12.40833378,35.86223602,797.4432373,23.5,-11.10000038,34.59999847,-4.966666698,13.69999981,1,-120.2875,48.62916667
1819,3337,8.675000191,19.25,-2.100000143,311,38,16,27.09127045,98,55,80,12.3166666,34.59737778,864.9421997,28.5,-7.099999905,35.59999847,-1.5,14.5666666,0,-119.6375,48.92083333
1820,3187,2.070833445,10.80000019,-5.633333206,1470,226,42,54.28286362,658,158,158,10.125,34.20608139,684.5252686,19.10000038,-10.5,29.60000038,-5.333333492,10.80000019,0,-120.7958333,48.07916667
1821,728,8.8125,15.05000019,3.466666698,1861,284,37,58.77515793,845,161,166,10.39166641,44.03248596,481.0411377,23.29999924,-0.300000012,23.59999847,3.799999952,14.85000038,1,-122.4958333,46.7875
1822,2663,5.929166794,13.39999962,-0.850000024,2111,328,45,60.43190765,976,176,201,9.508333206,36.71171188,591.4176025,21.29999924,-4.599999905,25.89999962,-0.483333349,13.23333359,1,-121.4541667,48.20416667
1823,225,6.5,13.6833334,0.316666633,1886,315,33,64.74921417,905,141,156,9.933333397,39.10761261,554.2808838,22,-3.400000095,25.39999962,0.683333337,13.4333334,1,-121.7125,46.5375
1824,1130,6.241666794,13.59999943,-0.383333355,2125,352,31,65.37457275,1012,150,164,10.55000019,39.21932983,576.3041992,22.39999962,-4.5,26.89999962,0.149999991,13.36666679,1,-121.8625,46.02083333
1825,2857,5.816666603,16.48333359,-5.116666794,480,70,24,39.12127686,191,75,88,13.4333334,35.63218307,878.9956665,26.60000038,-11.10000038,37.70000076,-4.466666698,16.06666756,1,-120.0125,48.42083333
1826,4267,5.349999905,14.10000038,-2.766666651,1021,190,17,71.48717499,521,77,77,10.30000019,34.44816208,693.0466309,22.89999962,-7,29.89999962,-2.066666603,14,1,-120.9875,46.69583333
1827,2169,6.712500095,15.63333321,-2.066666603,1323,238,19,71.92147827,674,87,99,10.39166641,34.40949249,728.3110352,24.29999924,-5.900000095,30.19999886,-1.416666627,15.60000038,1,-121.1125,47.3625
1828,4530,7.816666603,17.13333321,-1.416666746,482,90,9,71.7904892,253,37,41,12.35000038,37.76758575,755.7035522,26.79999924,-5.900000095,32.70000076,-0.716666639,16.93333244,0,-120.9541667,46.82916667
1829,3203,3.233333349,11.85000038,-4.699999809,1987,324,40,61.57764435,935,174,184,9.399999619,32.75261307,680.1381226,19.89999962,-8.800000191,28.70000076,-4.133333206,11.55000019,0,-121.0958333,47.7625
1830,333,6.329166412,13.63333321,0.049999993,2427,395,35,63.80290985,1136,174,188,10.17500019,38.98467636,556.9537964,22.29999924,-3.799999952,26.09999847,0.683333397,13.11666679,1,-122.0541667,45.94583333
1831,1046,6.974999905,13.85000038,1.366666675,2618,422,40,62.58434677,1214,195,210,10.15000057,41.42856979,516.6918335,22.20000076,-2.299999952,24.5,1.899999976,13.26666641,1,-122.2208333,45.87916667
1832,82,8.329166412,14.69999981,2.883333445,2352,367,41,60.36555481,1079,190,205,10.79166603,44.41015244,490.72052,23.29999924,-1,24.29999924,3.216666698,14.48333359,1,-122.3875,46.40416667
1833,4291,7.783333302,16.45000076,-0.75,748,140,9,78.08815002,401,44,44,12.3166666,38.3696785,701.4476318,26.89999962,-5.199999809,32.09999847,0.033333343,16.45000076,1,-121.1791667,45.99583333
1834,3131,7.254166603,18.04999924,-3.666666746,351,41,19,25.10201073,108,67,97,12.89166641,34.84234238,881.4669189,27.79999924,-9.199999809,37,15.63333321,13.44999981,0,-119.5708333,48.9625
1835,4166,6.816666603,14.8166666,-0.466666609,1476,255,18,70.80426025,735,93,102,10.98333359,37.74341583,625.1848145,24.5,-4.599999905,29.10000038,0.233333305,14.51666641,1,-121.5791667,45.89583333
1836,2268,5.720833302,14.9333334,-3.450000048,766,141,14,69.09435272,390,65,66,11.27499962,35.1246109,754.4397583,24.10000038,-8,32.09999847,-2.75,14.85000038,1,-120.6458333,47.32916667
1837,220,6.741666794,13.38333321,1.216666698,2466,394,44,61.57915497,1145,195,207,9.766666412,40.69444275,505.3838806,21.5,-2.5,24,1.600000024,13.08333302,1,-122.1458333,46.42083333
1838,1328,3.225000143,11.11666679,-3.450000048,1826,309,31,64.39601898,871,141,149,8.866666794,34.10256195,599.213501,18.70000076,-7.300000191,26,-2.799999952,10.58333397,0,-121.3875,46.62916667
1839,3672,4.045833588,13.86666679,-5.716666698,857,133,30,52.02774048,385,106,108,12.375,35.66282272,805.1749268,23.70000076,-11,34.70000076,-5.116666794,13.75,0,-120.5791667,48.60416667
1840,188,5.304166794,13.5666666,-2.533333302,1750,297,30,64.17133331,833,134,147,8.024999619,30.51330757,660.583252,20.79999924,-5.5,26.29999924,-1.850000024,13.35000038,1,-121.3375,47.14583333
1841,1257,9.929166794,16.31666756,4.083333492,1618,245,30,58.2529068,732,141,147,11.35833359,45.61579895,504.5946045,24.89999962,0,24.89999962,4.433333397,16.16666603,0,-122.4958333,46.5875
1842,1772,2.825000048,12.29999924,-6.216666698,663,86,35,31.36634064,242,112,133,12.05000019,35.97014999,766.0420532,21.79999924,-11.69999981,33.5,-5.733333111,12.1833334,1,-119.9291667,48.49583333
1843,2627,1.495833397,10.85000038,-7.049999714,949,137,41,44.52053833,399,134,134,11.1916666,34.75672913,742.2247314,20,-12.19999981,32.20000076,-6.583333492,10.85000038,1,-120.4458333,48.52916667
1844,1487,7.058333397,14.13333321,0.900000036,2465,399,38,63.5606041,1156,181,198,10.55000019,40.73359299,545.2849121,22.89999962,-3,25.89999962,1.383333325,13.83333302,0,-122.1458333,46.12083333
1845,670,8.683333397,15.25,2.933333397,1777,265,40,54.81541824,785,167,173,10.83333302,43.68279648,511.452179,23.79999924,-1,24.79999924,3.200000048,15.08333302,1,-122.0041667,46.74583333
1846,3973,2.174999952,10.9333334,-5.616666794,1510,244,36,58.38962936,696,149,149,9.733333588,33.21956635,686.1171875,19.20000076,-10.10000038,29.30000114,-5.066666603,10.9333334,0,-120.7708333,47.60416667
1847,1916,6.979166508,14.98333359,-0.566666663,1946,316,36,63.13176727,922,150,173,10.09166622,36.69697189,641.5621948,23.39999962,-4.099999905,27.5,-0.066666692,14.83333302,1,-121.3125,47.7875
1848,3654,0.041666668,8.900000572,-7.433333397,1532,227,48,50.40913773,662,176,176,9.75,33.27645111,675.6842651,17.10000038,-12.19999981,29.29999924,-7.050000191,8.900000572,0,-120.8208333,48.14583333
1849,687,9.033333778,16.71666718,1.633333325,1774,295,22,67.12864685,851,116,128,11.1833334,39.10256577,617.0028076,26.10000038,-2.5,28.60000038,2.266666651,16.58333397,1,-121.8375,45.79583333
1850,913,10.14583302,16.68333435,3.966666698,2180,347,34,61.47333145,997,167,179,11.17500019,43.65234375,521.751709,25.5,-0.100000001,25.60000038,4.466666698,16.51666641,1,-122.4458333,45.92916667
1851,4159,4.754166603,13.39999962,-3.466666698,1121,206,18,70.37321472,567,82,87,9.641666412,33.47800827,692.0012207,21.60000038,-7.199999809,28.79999924,-2.683333397,13.23333359,1,-121.0208333,46.9875
1852,448,5.558333397,13.5666666,-1.866666675,2164,350,40,60.87847137,1000,175,194,7.666666508,30.42328072,634.843689,20.39999962,-4.800000191,25.20000076,-1.233333349,13.3166666,1,-121.4791667,47.2875
1853,2136,5.366666794,14.53333282,-3.633333445,1149,215,20,74.69752502,607,85,85,11.25,35.2664566,747.4937744,23.79999924,-8.100000381,31.89999962,-3.016666889,14.53333282,1,-120.7708333,47.70416667
1854,3538,1.695833325,10.64999962,-6.550000191,1495,234,39,56.89590454,684,153,153,10.54166698,34.44989014,703.3150635,19.5,-11.10000038,30.60000038,-6.016666889,10.64999962,0,-120.8958333,48.19583333
1855,3424,3.008333445,12.08333397,-5.5,1144,180,33,54.51257324,517,124,124,11.01666641,34.86286926,729.1459351,21.20000076,-10.39999962,31.60000038,-5.016666412,12.08333397,0,-120.5791667,48.1125
1856,4605,2.162499905,10.78333378,-5.533333302,1254,205,29,58.18743134,578,123,123,9.791666985,33.64833832,676.1190186,19,-10.10000038,29.10000038,-4.983333588,10.78333378,0,-120.5791667,47.25416667
1857,1296,-0.895833373,6.099999905,-5.683333397,2613,413,58,58.3501358,1181,241,246,8.224999428,35.76086807,500.7605896,12.89999962,-10.10000038,23,-5.400000095,4.983333111,0,-121.7625,46.82083333
1858,191,8.404166222,15.01666641,2.633333445,2235,330,59,50.18328476,936,227,228,9.175000191,39.37768173,515.1630859,22.39999962,-0.899999976,23.29999924,2.883333445,14.85000038,1,-121.8041667,47.32083333
1859,552,9.870833397,16.19999886,4.066666603,1767,278,31,61.42767715,823,147,152,11.09166622,44.72446442,500.0566101,24.79999924,0,24.79999924,4.400000095,16.06666565,1,-122.6458333,46.34583333
1860,2705,3.224999905,12.1833334,-5.150000095,1131,188,29,60.55762482,536,114,114,11,35.25640869,716.2734985,21.20000076,-10,31.20000076,-4.633333206,12.1833334,1,-120.5875,47.94583333
1861,1142,5.008333206,12.64999962,-1.616666675,1962,329,29,65.74732208,939,139,149,9.649999619,36.27819824,589.7450562,20.79999924,-5.800000191,26.59999847,-1.133333325,12.35000038,1,-121.6541667,46.09583333
1862,2932,8.274999619,19.28333282,-3.016666651,325,39,16,28.74678993,104,56,75,13.03333282,34.57117462,903.6906738,28.89999962,-8.800000191,37.70000076,-2.450000048,18.61666679,0,-119.5625,48.55416667
1863,3621,5.095833302,12.66666698,-1.600000024,2291,348,51,57.70557022,1035,205,226,8.741666794,34.416008,591.9822388,20.20000076,-5.199999809,25.40000153,-1.183333278,12.41666698,0,-121.5625,48.1125
1864,2440,6.237500191,14.23333359,-1.300000072,2007,332,36,65.54771423,970,150,172,10.02500057,36.32246399,641.4689331,22.60000038,-5,27.60000038,-0.800000012,14.11666679,1,-121.2791667,47.90416667
1865,4095,4.549999714,14.16666603,-4.633333206,750,127,17,59.39060211,352,72,76,11.13333321,33.94308853,775.1304932,23.5,-9.300000191,32.79999924,-3.900000095,14.09999943,1,-120.3541667,47.17083333
1866,3820,1.654166698,10.51666641,-6.416666985,1279,184,47,46.56248474,542,164,164,10.57499981,34.7861824,698.187439,19.20000076,-11.19999981,30.40000153,-5.950000286,10.51666641,0,-120.8875,48.6375
1867,3705,4.833333492,12.26666641,-1.650000095,2200,335,53,57.82897949,1000,205,219,8.616666794,34.46666718,579.9777832,19.60000038,-5.400000095,25,-1.350000024,12.05000019,0,-121.6041667,48.20416667
1868,1145,6.341666698,13.8166666,0.049999993,2401,386,40,62.32725143,1118,182,195,10.28333282,39.10012436,570.3580933,22.60000038,-3.700000048,26.30000114,0.600000024,13.5,1,-122.0625,46.34583333
1869,2582,6.716666698,16.48333359,-3.033333302,661,129,13,75.37503815,356,54,54,12.78333378,37.16085052,799.0003052,26.70000076,-7.699999809,34.40000153,-2.383333206,16.48333359,1,-120.5125,47.92083333
1870,1984,4.595833302,14.58333397,-5.283333302,484,63,26,30.66059113,175,86,104,12.17500019,34.68661118,814.8632202,24.10000038,-11,35.09999847,-4.816666603,14.30000019,1,-119.7291667,48.47083333
1871,1658,4.641666889,14.5666666,-5.016666412,657,102,23,47.83878708,283,84,93,12.10000038,34.87031555,805.201355,24.20000076,-10.5,34.70000076,-4.449999809,14.38333321,1,-120.0625,47.9875
1872,3560,5.699999809,15.9333334,-4.5,503,78,19,46.41577911,215,67,76,12.28333378,34.50374603,834.7618408,25.5,-10.10000038,35.59999847,-3.883333445,15.61666679,0,-119.9958333,48.00416667
1873,128,6.449999809,14,-0.333333373,1390,237,24,66.64978027,681,103,112,10.39999962,39.09774399,592.1071777,22.60000038,-4,26.60000038,0.166666627,13.80000019,1,-121.4875,46.6625
1874,1319,4.191666603,12.35000038,-2.966666698,1813,310,31,65.18456268,869,135,146,8.633333206,32.82636261,625.6699219,20,-6.300000191,26.29999924,-2.299999952,11.85000038,0,-121.4541667,46.89583333
1875,2499,4.283333302,13.25,-4.183333397,1734,298,30,65.76980591,842,136,146,9.283332825,31.90148926,717.4301758,21.29999924,-7.800000191,29.09999847,-3.483333349,13.11666679,1,-121.0375,47.4625
1876,4036,6.154166698,15.13333321,-2.766666651,780,149,13,74.1707077,410,58,58,10.6916666,34.60086441,735.8311768,24,-6.900000095,30.89999962,-2.049999952,15.13333321,1,-120.8791667,47.10416667
1877,2133,6.483333111,16.31666565,-3.233333349,731,134,16,68.8065567,373,67,67,12.03333378,35.08260345,800.0009155,26,-8.300000191,34.29999924,-2.666666746,16.31666565,1,-120.4875,47.57083333
1878,1311,11.1875,18.60000038,3.833333254,1497,241,21,62.5650444,691,108,108,10.1916666,38.31453705,605.5280762,26.79999924,0.200000003,26.59999847,4.5,18.60000038,0,-121.9208333,45.65416667
1879,3502,4.362500191,11.58333302,-1.900000095,1971,297,59,50.93944931,845,215,215,8.091667175,33.99860001,560.9129028,18.29999924,-5.5,23.79999924,-1.533333302,11.58333302,0,-121.9958333,48.72916667
1880,77,9.145833015,15.76666641,3.299999952,1970,311,35,60.78870392,913,163,173,11.125,43.972332,517.2104492,24.60000038,-0.699999988,25.30000114,3.599999905,15.64999962,1,-122.1208333,46.45416667
1881,25,8.449999809,14.8166666,2.966666698,1936,291,43,55.28091431,858,181,188,10.41666698,43.40277863,494.0877686,23.10000038,-0.899999976,24,3.216666698,14.64999962,1,-122.1125,46.79583333
1882,72,6.529166698,13.14999962,1.100000024,2495,390,48,59.55226135,1140,206,220,9.591667175,40.47116852,503.8148193,21.10000038,-2.599999905,23.70000076,1.399999976,12.83333302,1,-122.1541667,46.65416667
1883,4579,3.283333302,11.53333282,-3.833333254,1574,273,28,65.63542938,761,125,128,9.216666222,33.51515198,635.2463379,19.5,-8,27.5,-3.200000048,11.21666622,0,-121.1791667,46.57916667
1884,3692,6.820833206,14.3166666,-0.03333338,2249,343,46,58.29453659,1016,189,205,8.625,34.77822495,591.4637451,21.60000038,-3.200000048,24.80000114,0.466666579,14.05000019,0,-121.5541667,47.4625
1885,2753,5.366666794,15.5666666,-5.050000191,439,54,24,27.40490341,149,80,99,12.8166666,35.50323105,843.1201172,25.29999924,-10.80000019,36.09999847,-4.450000286,15.25,1,-119.7791667,48.5875
1886,4236,7.845833302,16.38333321,-0.416666746,1011,185,11,77.24648285,531,58,65,12.15833282,37.99478912,685.1657104,27.20000076,-4.800000191,32,0.433333248,16.29999924,1,-121.4208333,45.92916667
1887,1979,3.450000048,12.94999981,-5.783333302,826,128,33,50.92127228,370,111,118,11.89999962,35.41666794,772.5342407,22.5,-11.10000038,33.59999847,-5.283333302,12.86666679,1,-120.5125,48.57916667
1888,4403,8.083333015,15.9333334,0.550000012,1521,260,17,70.70827484,753,93,106,11.25,38.52739716,629.4057007,25.60000038,-3.599999905,29.20000076,1.25,15.8166666,1,-121.6958333,45.79583333
1889,2702,3.858333349,12.75,-4.633333206,1784,305,31,66.88577271,877,138,152,9.916666985,33.27740479,712.4089355,21.20000076,-8.600000381,29.80000114,-3.966666698,12.51666641,1,-120.9958333,47.6625
1890,3401,5.033333302,12.58333302,-1.816666603,1745,275,54,52.53393936,762,194,194,8.533332825,33.72859192,594.6937256,19.79999924,-5.5,25.29999924,-1.350000024,12.3166666,0,-121.7625,48.89583333
1891,3068,7.258333206,14.63333321,0.416666657,2114,326,45,59.58708191,965,173,203,9.466666222,36.97916412,587.3392944,22.60000038,-3,25.60000038,0.883333325,14.5,0,-121.5625,48.1625
1892,1156,7.466666698,15.16666698,0.366666675,2051,341,27,66.57343292,983,139,153,11.03333282,38.71344757,604.164856,24.70000076,-3.799999952,28.5,1.016666651,14.86666679,1,-121.9041667,45.92083333
1893,2011,7.308333397,15.25,-0.316666663,1769,299,31,66.414505,865,132,151,10.48333359,37.84596634,644.7015991,23.70000076,-4,27.70000076,0.183333293,15.21666622,1,-121.2541667,47.70416667
1894,3293,2.354166746,11.25,-5.716666698,1211,191,33,55.11616135,547,127,127,10.54166698,34.44989014,703.1373291,20,-10.60000038,30.60000038,-5.216666698,11.25,0,-120.5458333,47.8875
1895,1453,4.300000191,12.63333321,-3.033333302,1413,248,22,68.90040588,700,99,106,10.08333302,35.63015366,636.1210327,21.39999962,-6.900000095,28.29999924,-2.266666651,12.01666641,0,-121.3708333,46.44583333
1896,935,7.720833302,14.5666666,1.833333373,2013,327,36,62.95397949,951,158,172,10.72500038,42.05882263,529.2123413,23.39999962,-2.099999905,25.5,2.183333397,14.40000057,1,-121.8958333,46.4125
1897,2846,5.674999714,16.26666641,-5.166666508,498,73,23,40.73560715,202,76,90,13.41666603,35.77777863,873.4037476,26.39999962,-11.10000038,37.5,-4.533333302,15.88333321,1,-120.0458333,48.44583333
1898,2770,8.770833015,16.11666679,1.766666651,1940,306,45,60.01869583,892,162,193,9.791666985,37.51596451,593.3014526,24.29999924,-1.799999952,26.09999847,2.25,16.08333397,1,-121.4458333,48.55416667
1899,1819,1.462499976,10.25,-6.25,1588,261,36,59.92694473,740,150,150,9.408333778,32.66782379,680.494873,18.29999924,-10.5,28.79999924,-5.616666794,10.25,1,-120.8541667,47.5125
1900,1321,7.287499905,14.88333321,0.26666674,1810,287,37,59.79668808,834,154,167,9.308333397,36.21919632,605.1638794,22.60000038,-3.099999905,25.70000076,0.666666687,14.78333378,0,-121.5208333,47.19583333
1901,3802,5.724999905,13.08333302,-0.75,2529,389,53,57.34779358,1135,222,244,7.849999905,32.98319244,571.6661987,19.89999962,-3.900000095,23.79999924,-0.216666684,12.75,0,-121.6458333,47.5625
1902,4634,5.224999905,13.4333334,-2.116666555,1382,243,20,69.39457703,686,96,100,10.51666641,36.51620483,638.3305664,22.60000038,-6.199999809,28.79999924,-1.366666675,13.1833334,0,-121.3625,46.12083333
1903,3581,2.487499952,11.11666679,-5.25,2004,324,41,59.92559052,929,182,188,8.958333015,31.8801899,668.6965942,18.89999962,-9.199999809,28.09999847,-4.583333492,10.60000038,0,-121.1208333,47.6375
1904,3518,2.520833254,10.0666666,-4.050000191,1965,291,66,48.48257446,827,232,234,8.425000191,33.69999695,578.2475586,17.20000076,-7.800000191,25,-3.600000143,9.383333206,0,-121.8041667,48.72916667
1905,1124,7.224999905,13.89999962,1.600000024,2309,367,41,61.61675262,1073,181,195,10.14999962,41.42857361,510.2205505,22.39999962,-2.099999905,24.5,1.983333349,13.61666679,1,-122.0708333,46.4125
1906,1397,4.608333588,12.10000038,-1.766666651,2067,343,32,64.23291779,978,153,161,9.449999809,36.6279068,572.8907471,20.10000038,-5.699999809,25.79999924,-1.233333349,11.71666718,0,-121.6875,46.2625
1907,4578,8.554166794,17.36666679,-0.049999993,584,108,8,75.95088196,310,35,35,12.95833302,39.38703156,711.8204956,28.39999962,-4.5,32.90000153,0.649999976,17.36666679,0,-121.0791667,45.9375
1908,3947,4.033333302,12.10000038,-3.150000095,1709,256,52,51.81541824,746,191,195,9.533333778,34.66666794,631.8563232,20.10000038,-7.400000095,27.5,-2.816666842,11.80000019,0,-121.4041667,48.67916667
1909,599,8.291666985,15.90000057,1.100000024,2125,349,28,65.78501892,1007,145,155,11,39.00709152,604.8059082,25.20000076,-3,28.20000076,1.75,15.69999981,1,-121.9791667,45.82916667
1910,2999,1.491666675,10.65000057,-6.75,1157,170,40,47.94752502,495,142,142,10.9333334,34.81953049,720.9332275,19.60000038,-11.80000019,31.40000153,-6.283333302,10.65000057,0,-120.5375,48.2875
1911,415,6.304166794,14.03333378,-0.316666603,2379,384,39,62.90935135,1113,177,191,10.40833378,38.40713501,594.1818848,22.89999962,-4.199999809,27.09999847,0.233333394,13.78333378,1,-122.0291667,46.29583333
1912,1402,7.295833111,14.26666641,1.149999976,2293,339,52,55.42071915,1011,208,220,8.691666603,36.67369843,544.1400757,21.39999962,-2.299999952,23.69999886,1.433333278,14.05000019,0,-121.7375,47.29583333
1913,2611,3.775000095,12.60000038,-4.416666985,1744,297,31,64.41268158,837,141,153,9.100000381,31.81818199,700.4787598,20.5,-8.100000381,28.60000038,-3.750000238,12.40000057,1,-121.0375,47.4125
1914,3374,4.958333492,13.23333359,-2.633333206,2096,341,40,63.40792084,997,168,186,9.766666412,34.88095093,649.4327393,21.60000038,-6.400000095,28,-2.099999905,12.83333397,0,-121.2791667,47.9625
1915,3860,-1.61E-08,8.366666794,-6.949999809,1704,253,53,51.10422134,740,195,195,9.433333397,33.69047546,633.6079712,16.29999924,-11.69999981,28,-6.583333492,8.366666794,0,-120.9791667,48.09583333
1916,2561,8.870833397,15.28333282,3.016666651,1721,252,47,50.14643478,725,177,189,9.224999428,39.59227371,509.0742798,22.60000038,-0.699999988,23.30000114,3.333333254,15.19999981,1,-122.0041667,48.14583333
1917,4667,9.658333778,19.05000114,0.550000012,319,56,6,65.24687958,160,25,25,13.48333359,39.42495346,757.3213501,30.10000038,-4.099999905,34.20000076,1.200000048,19.05000114,0,-120.5791667,45.8375
1918,2645,7.837500095,18.78333282,-3.666666508,382,68,14,54.89663315,177,46,56,13.70833302,35.60606003,910.2750244,29.10000038,-9.399999619,38.5,-2.916666508,18.21666718,1,-120.1291667,48.17916667
1919,2476,7.754166603,17.36666679,-1.900000095,766,157,12,83.21731567,435,50,50,13.25833321,38.42995071,787.9561157,27.70000076,-6.800000191,34.5,-1.366666675,17.36666679,1,-120.6625,47.79583333
1920,3415,4.650000095,13.9333334,-4.366666794,1366,222,32,62.08169937,652,120,132,11.75,35.82316971,753.6939087,23.70000076,-9.100000381,32.80000305,-3.850000143,13.85000038,0,-120.9541667,48.45416667
1921,1700,4.904166698,14.78333282,-4.733333111,749,122,21,54.94407272,341,81,87,12.22500038,35.43478394,802.4577637,24.60000038,-9.899999619,34.5,-4.116666317,14.58333302,1,-120.2958333,47.8625
1922,3066,4.629166603,12.44999981,-2.25,2397,374,50,59.14689636,1097,207,227,8.508333206,33.10635757,607.0661621,19.79999924,-5.900000095,25.69999886,-1.799999952,12.10000038,0,-121.5041667,47.8875
1923,4646,8.175000191,16.91666603,-0.433333308,436,79,7,71.93106842,228,29,29,13.30000019,39.82035828,707.9435425,28.20000076,-5.199999809,33.40000153,0.333333373,16.91666603,0,-120.7958333,45.8875
1924,3162,5.641666889,13.51666641,-1.500000119,2329,362,47,59.62042236,1067,192,217,8.966667175,34.35504532,617.9725952,21.20000076,-4.900000095,26.10000038,-0.966666698,13.20000076,0,-121.5041667,47.9125
1925,707,7.233333588,14.76666641,0.633333325,2331,380,36,64.30540466,1101,169,184,10.75,39.52206039,583.8248901,23.89999962,-3.299999952,27.19999886,1.133333325,14.5666666,1,-122.0708333,46.22083333
1926,3756,2.770833254,11.4333334,-5.099999905,1374,219,36,57.68941879,633,141,141,10.35833359,34.64325714,687.8208618,19.89999962,-10,29.89999962,-4.75,11.4333334,0,-120.7291667,47.99583333
1927,2140,9.012499809,18.45000076,-0.400000006,668,136,13,78.86382294,370,51,51,12.60833359,37.74950027,770.3692017,28.5,-4.900000095,33.40000153,0.200000048,18.45000076,1,-120.5458333,48.1875
1928,3584,4.108333111,12.26666641,-3.383333206,2149,356,42,63.18544006,1023,180,195,8.916666031,32.90282822,645.9905396,19.89999962,-7.199999809,27.09999847,-2.799999952,12.05000019,0,-121.2125,47.6875
1929,1743,7.320833206,16.38333321,-1.683333278,922,170,14,73.97214508,483,64,64,11.35833359,36.05820084,739.9614868,25.39999962,-6.099999905,31.5,-1.033333302,16.38333321,1,-121.0375,47.2375
1930,640,5.304166794,12.9333334,-1.516666651,2026,335,38,61.88459778,947,164,177,8.141666412,33.09620667,594.8852539,20,-4.599999905,24.60000038,-0.966666639,12.61666679,1,-121.5208333,47.07916667
1931,2558,4.679166794,12.51666641,-2.400000095,2011,316,45,60.41609192,936,177,194,9.774999619,36.07011032,617.6990356,20.60000038,-6.5,27.10000038,-1.983333349,12.26666641,1,-121.3041667,48.17916667
1932,1048,6.091666698,13.38333321,-0.200000048,2217,363,34,64.16390228,1046,160,172,10.14999962,38.88888931,561.592041,21.89999962,-4.199999809,26.09999847,0.25000003,13.08333302,1,-121.8958333,46.2125
1933,3783,8.020833015,18.63333321,-2.866666794,318,38,16,27.62853241,100,56,81,12.42500019,34.61002731,872.8439941,27.79999924,-8.100000381,35.90000153,-2.266666651,14.0666666,0,-119.6541667,48.8125
1934,2456,6.150000095,13.26666641,-0.316666633,1869,291,54,52.31339645,806,196,201,8.266666412,34.73389435,560.6935425,20.20000076,-3.599999905,23.80000114,0.166666716,13.01666641,1,-121.9541667,48.75416667
1935,1787,1.954166651,10.73333359,-6.099999905,1235,174,45,45.66379166,518,159,159,10.70833302,35.22478104,696.8547974,19.39999962,-11,30.39999962,-5.666666508,10.73333359,1,-120.8041667,48.62083333
1936,3918,9.383333206,16.39999962,2.483333349,1811,277,46,56.23049927,807,165,186,9.75,38.38582611,571.6854248,24.20000076,-1.200000048,25.40000153,3.099999905,16.33333397,0,-121.7291667,48.50416667
1937,3567,1.370833397,10.6833334,-7.316666603,745,88,41,26.67547989,256,138,166,11.75833321,35.73961639,749.7770996,20,-12.89999962,32.90000153,-6.900000095,7.583333492,0,-119.9375,48.8125
1938,334,5.158333302,12.03333378,-0.383333325,2425,397,41,62.87020111,1136,185,199,9.166666985,38.35425186,517.9366455,19.70000076,-4.199999809,23.90000153,0.01666669,11.61666679,1,-121.9375,46.3625
